1.762224e-02	8.069882e-06	
1.708291e-02	1.367782e-05	
1.722536e-02	2.490905e-05	
1.859642e-02	9.547451e-06	
1.774204e-02	2.869250e-05	
1.749736e-02	1.805998e-05	
1.733360e-02	4.033014e-05	
1.754093e-02	2.313645e-05	
1.814847e-02	3.893021e-06	
1.805406e-02	2.191109e-05	
1.727168e-02	5.922600e-06	
1.723160e-02	3.613686e-05	
1.766803e-02	4.370776e-05	
1.805613e-02	2.985841e-06	
1.759523e-02	5.763115e-05	
1.822485e-02	3.664525e-05	
1.754167e-02	1.027641e-05	
1.709489e-02	5.329941e-05	
1.795336e-02	3.282150e-05	
1.796817e-02	4.530749e-05	
1.788012e-02	3.382178e-05	
1.852365e-02	4.519987e-05	
1.734946e-02	3.410079e-06	
1.700321e-02	3.876034e-05	
1.687058e-02	3.120591e-05	
1.771517e-02	1.472545e-05	
1.813558e-02	2.487466e-05	
1.790416e-02	1.603713e-05	
1.786391e-02	1.766308e-05	
1.750936e-02	9.043899e-06	
1.806195e-02	2.000473e-05	
1.722239e-02	1.577431e-05	
1.904081e-02	8.247280e-06	
1.755157e-02	3.359643e-05	
1.806616e-02	2.682237e-05	
1.732603e-02	1.730313e-05	
1.777237e-02	1.159062e-05	
1.817085e-02	8.832787e-06	
1.775329e-02	2.039511e-05	
1.691572e-02	3.956023e-05	
1.860338e-02	3.702483e-05	
1.848595e-02	3.962077e-05	
1.819387e-02	4.572877e-05	
1.748176e-02	4.605388e-05	
1.808084e-02	5.158614e-05	
1.758146e-02	6.368618e-05	
1.788246e-02	4.541297e-05	
1.754424e-02	5.833773e-05	
1.743889e-02	6.531039e-05	
1.742198e-02	4.296272e-05	
1.752461e-02	6.054175e-05	
1.816096e-02	5.751150e-05	
1.847562e-02	5.923858e-05	
1.743285e-02	7.264389e-05	
1.854420e-02	4.927998e-05	
1.747989e-02	7.823629e-05	
1.849053e-02	3.388080e-05	
1.720836e-02	5.888250e-05	
1.765598e-02	5.490509e-05	
1.780114e-02	5.917967e-05	
1.734639e-02	6.963470e-05	
1.759750e-02	6.158965e-05	
1.792473e-02	6.761106e-05	
1.814951e-02	6.655525e-05	
1.814240e-02	6.733164e-05	
1.791089e-02	4.603258e-05	
1.859577e-02	4.771367e-05	
1.711486e-02	6.047223e-05	
1.778196e-02	4.971546e-05	
1.844115e-02	7.162211e-05	
1.758070e-02	6.859730e-05	
1.792948e-02	7.114660e-05	
1.832615e-02	4.606997e-05	
1.760275e-02	4.870825e-05	
1.810754e-02	2.852271e-05	
1.820666e-02	3.277945e-05	
1.841345e-02	5.813356e-05	
1.804792e-02	5.640897e-05	
1.778122e-02	4.823420e-05	
1.870676e-02	5.385122e-05	
1.802460e-02	9.044511e-05	
1.809284e-02	8.305093e-05	
1.732050e-02	8.460157e-05	
1.727198e-02	8.085194e-05	
1.742368e-02	9.277680e-05	
1.729134e-02	1.071122e-04	
1.838420e-02	8.804926e-05	
1.760565e-02	8.982181e-05	
1.805404e-02	1.004638e-04	
1.781206e-02	1.005001e-04	
1.786098e-02	1.040361e-04	
1.811902e-02	9.922368e-05	
1.782229e-02	1.183547e-04	
1.806640e-02	1.106847e-04	
1.828948e-02	9.237161e-05	
1.795724e-02	6.710950e-05	
1.733274e-02	9.616302e-05	
1.813514e-02	9.864093e-05	
1.723073e-02	1.042270e-04	
1.844003e-02	1.002053e-04	
1.777311e-02	9.321093e-05	
1.757282e-02	9.608176e-05	
1.773980e-02	7.490692e-05	
1.725887e-02	1.050982e-04	
1.718751e-02	7.945554e-05	
1.780092e-02	7.050324e-05	
1.817194e-02	9.299248e-05	
1.822666e-02	9.909359e-05	
1.772663e-02	1.166676e-04	
1.869627e-02	9.169773e-05	
1.715345e-02	8.099615e-05	
1.757794e-02	7.661505e-05	
1.809759e-02	5.015420e-05	
1.810815e-02	3.363104e-05	
1.840174e-02	4.977369e-05	
1.874744e-02	7.005596e-05	
1.720507e-02	8.324764e-05	
1.782367e-02	1.009071e-04	
1.826005e-02	1.020061e-04	
1.812791e-02	1.020232e-04	
1.809138e-02	9.866137e-05	
1.833658e-02	9.008659e-05	
1.766529e-02	1.320307e-04	
1.841398e-02	1.174701e-04	
1.834485e-02	1.154108e-04	
1.775940e-02	1.133287e-04	
1.768961e-02	1.148765e-04	
1.795828e-02	1.281668e-04	
1.748184e-02	1.138077e-04	
1.736811e-02	1.105438e-04	
1.746538e-02	1.466947e-04	
1.769993e-02	1.298895e-04	
1.826785e-02	1.250173e-04	
1.727460e-02	1.151738e-04	
1.758343e-02	1.011942e-04	
1.800732e-02	1.201965e-04	
1.782408e-02	1.250052e-04	
1.797210e-02	1.155733e-04	
1.755838e-02	1.107785e-04	
1.833590e-02	1.179586e-04	
1.733458e-02	1.080277e-04	
1.816715e-02	1.121899e-04	
1.818296e-02	1.152358e-04	
